customerID,churn_probability,risk_level
7825-GKXMW,0.95,High Risk
9753-OYLBX,0.53925,Medium Risk
2364-UFROM,0.02,Low Risk
6656-JWRQX,0.1,Low Risk
6473-ULUHT,0.07,Low Risk
1240-KNSEZ,0.82,High Risk
0836-SEYLU,0.78,High Risk
4433-JCGCG,0.82,High Risk
3716-BDVDB,1.0,High Risk
7688-AWMDX,0.02,Low Risk
2842-BCQGE,0.12,Low Risk
7244-QWYHG,0.06,Low Risk
5899-MQZZL,0.77,High Risk
6849-OYAMU,0.72,High Risk
5312-UXESG,0.12,Low Risk
9488-HGMJH,0.75,High Risk
6038-GCYEC,0.68,Medium Risk
2150-WLKUW,0.01,Low Risk
7159-FVYPK,0.49,Medium Risk
7032-LMBHI,0.03,Low Risk
1150-WFARN,0.68,Medium Risk
6088-BXMRG,0.25,Low Risk
3144-AUDBS,0.82,High Risk
4821-SJHJV,0.11,Low Risk
7346-MEDWM,0.27,Low Risk
1137-DGOWI,0.03,Low Risk
5616-PRTNT,0.62,Medium Risk
3812-LRZIR,0.02,Low Risk
4818-QIUFN,0.81,High Risk
9483-GCPWE,0.03,Low Risk
4227-OJHAL,0.02,Low Risk
9220-CXRSC,0.0,Low Risk
4993-JCRGJ,0.07,Low Risk
9537-JALFH,0.0,Low Risk
6698-OXETB,0.0,Low Risk
2103-ZRXFN,0.31,Medium Risk
3724-BSCVH,0.01,Low Risk
4877-TSOFF,0.04,Low Risk
9209-NWPGU,0.03,Low Risk
6961-VCPMC,0.78,High Risk
7306-YDSOI,0.01,Low Risk
5288-AHOUP,0.24,Low Risk
6688-UZPWD,0.9,High Risk
0655-YDGFJ,0.0,Low Risk
8468-EHYJA,0.06,Low Risk
6823-SIDFQ,0.0,Low Risk
1097-FSPVW,0.1,Low Risk
2839-RFSQE,0.03766666666666667,Low Risk
8328-SKJNO,0.01,Low Risk
7010-ZMVBF,0.0,Low Risk
5201-CBWYG,0.01,Low Risk
0968-GSIKN,0.84,High Risk
1965-DDBWU,0.75,High Risk
9057-SIHCH,0.96,High Risk
6352-GIGGQ,0.03,Low Risk
3635-QQRQD,0.0,Low Risk
6771-XWBDM,0.71,High Risk
2897-DOVND,0.17,Low Risk
3082-YVEKW,0.05,Low Risk
0191-EQUUH,0.03,Low Risk
7134-HBPBS,0.0,Low Risk
3489-HHPFY,0.22,Low Risk
2926-JEJJC,0.03,Low Risk
8601-QACRS,0.76,High Risk
4950-BDEUX,0.04,Low Risk
5789-LDFXO,0.06,Low Risk
0508-OOLTO,0.2,Low Risk
2984-TBYKU,0.03,Low Risk
9822-WMWVG,0.15,Low Risk
2391-SOORI,0.82,High Risk
9040-KZVWO,0.07,Low Risk
2645-QTLMB,0.9,High Risk
4806-HIPDW,0.99,High Risk
1548-ARAGG,0.16,Low Risk
6339-RZCBJ,0.01,Low Risk
4424-TKOPW,0.97,High Risk
4415-WNGVR,0.08,Low Risk
2522-AHJXR,0.04,Low Risk
0412-UCCNP,0.01,Low Risk
1816-FLZDK,0.32,Medium Risk
7096-UCLNH,0.08,Low Risk
8443-ZRDBZ,0.89,High Risk
9136-ALYBR,0.76,High Risk
4615-PIVVU,0.18,Low Risk
8885-QSQBX,0.05,Low Risk
7479-NITWS,0.82,High Risk
8617-ENBDS,0.23,Low Risk
9385-NXKDA,0.0,Low Risk
0430-IHCDJ,0.22,Low Risk
2959-MJHIC,0.95,High Risk
6674-KVJHG,0.05,Low Risk
1814-DKOLC,0.23,Low Risk
4201-JMNGR,0.82,High Risk
9351-HXDMR,0.01,Low Risk
3537-HPKQT,0.05,Low Risk
2129-ALKBS,0.0,Low Risk
5821-MMEIL,0.0,Low Risk
5960-WPXQM,1.0,High Risk
0684-AOSIH,0.9,High Risk
8260-NGFNY,0.18,Low Risk
1309-XGFSN,0.05,Low Risk
1866-RZZQS,0.82,High Risk
6968-URWQU,0.04,Low Risk
4742-TXUEX,0.0,Low Risk
9631-XEYKE,0.25,Low Risk
8631-NBHFZ,0.0,Low Risk
1335-MXCSE,0.05,Low Risk
8873-TMKGR,0.0,Low Risk
8800-JOOCF,0.57,Medium Risk
1469-LBJQJ,0.18,Low Risk
4958-XCBDQ,0.94,High Risk
8337-UPOAQ,0.81,High Risk
0064-YIJGF,0.22,Low Risk
2386-OWURY,0.12,Low Risk
1725-IQNIY,0.66,Medium Risk
0310-VQXAM,0.17,Low Risk
6598-RFFVI,0.67,Medium Risk
3453-RTHJQ,0.18,Low Risk
6712-OAWRH,0.75,High Risk
6278-FEPBZ,0.07,Low Risk
4280-DLSHD,0.18,Low Risk
1508-DFXCU,0.17,Low Risk
8614-VGMMV,0.78,High Risk
7868-BGSZA,0.08,Low Risk
2800-QQUSO,0.3,Low Risk
2930-UOTMB,0.07,Low Risk
7973-DZRKH,0.03,Low Risk
5914-DVBWJ,0.63,Medium Risk
7698-YFGEZ,0.17,Low Risk
2533-QVMSK,0.66,Medium Risk
9773-PEQBZ,0.23,Low Risk
8644-XLFBW,0.39,Medium Risk
0650-BWOZN,0.11,Low Risk
8625-AZYZY,0.91,High Risk
7785-RDVIG,0.03,Low Risk
9602-WCXPI,0.0,Low Risk
2903-YYTBW,0.19,Low Risk
3620-MWJNE,0.22,Low Risk
8573-JGCZW,0.03,Low Risk
6837-HAEVO,0.16,Low Risk
6701-YVNQG,0.0,Low Risk
9306-CPCBC,0.78,High Risk
4304-XUMGI,0.0,Low Risk
9504-YAZWB,0.02,Low Risk
8819-ZBYNA,0.15,Low Risk
6174-NRBTZ,0.03,Low Risk
9481-IEBZY,0.3,Low Risk
1833-VGRUM,0.88,High Risk
6137-NICCO,0.33,Medium Risk
9065-ZCPQX,0.0,Low Risk
6402-EJMWF,0.11,Low Risk
3620-EHIMZ,0.0,Low Risk
3213-VVOLG,0.01,Low Risk
6870-ECSHE,0.045,Low Risk
8747-UDCOI,0.0,Low Risk
8374-XGEJJ,0.71,High Risk
2656-TABEH,0.95,High Risk
6946-LMSQS,0.74,High Risk
4626-OZDTJ,0.05,Low Risk
9169-BSVIN,0.07,Low Risk
2325-ZUSFD,0.71,High Risk
8194-PEEBY,0.0,Low Risk
6872-HXFNF,0.02,Low Risk
3932-CMDTD,0.39,Medium Risk
7714-YXSMB,0.17,Low Risk
8387-UGUSU,0.01,Low Risk
1080-BWSYE,0.0,Low Risk
4039-HEUNW,0.32,Medium Risk
1194-HVAIF,0.13,Low Risk
0812-WUPTB,0.95,High Risk
3594-UVONA,0.15,Low Risk
0004-TLHLJ,0.85,High Risk
1767-TGTKO,0.24,Low Risk
8439-LTUGF,0.0,Low Risk
8805-JNRAZ,0.1,Low Risk
5089-IFSDP,0.76,High Risk
6418-HNFED,0.0,Low Risk
0206-OYVOC,0.02,Low Risk
7291-CDTMJ,0.14,Low Risk
7128-GGCNO,0.07,Low Risk
0237-YFUTL,0.15,Low Risk
7691-KGKGP,0.08,Low Risk
6710-HSJRD,0.27,Low Risk
3675-EQOZA,0.05,Low Risk
0840-DCNZE,0.02,Low Risk
1732-FEKLD,0.06,Low Risk
9862-KJTYK,0.02,Low Risk
0479-HMSWA,0.29,Low Risk
5854-KSRBJ,0.0,Low Risk
0365-BZUWY,0.26,Low Risk
4817-VYYWS,0.86,High Risk
5701-SVCWR,0.09,Low Risk
3129-AAQOU,0.0,Low Risk
4922-CVPDX,0.0,Low Risk
1396-QWFBJ,0.67,Medium Risk
1357-BIJKI,0.14,Low Risk
1099-BTKWT,0.17,Low Risk
5299-SJCZT,0.97,High Risk
2018-PZKMU,0.29,Low Risk
7340-KEFQE,0.0,Low Risk
4570-QHXHL,0.3,Low Risk
2403-BCASL,0.75,High Risk
7392-YYPYJ,0.21,Low Risk
2898-LSJGD,0.77,High Risk
2223-GDSHL,0.0,Low Risk
7359-PTSXY,0.95,High Risk
9470-RTWDV,0.15,Low Risk
2176-OSJUV,0.06,Low Risk
9348-YVOMK,0.17,Low Risk
8104-OSKWT,0.18,Low Risk
4521-YEEHE,0.23,Low Risk
4090-KPJIP,0.31,Medium Risk
3786-WOVKF,0.14,Low Risk
4503-BDXBD,0.34,Medium Risk
6086-ESGRL,0.92,High Risk
2592-HODOV,0.03,Low Risk
3886-CERTZ,0.77,High Risk
7995-ZHHNZ,0.03,Low Risk
3824-RHKVR,0.05,Low Risk
5816-SCGFC,0.07,Low Risk
5989-AXPUC,0.08,Low Risk
4979-HPRFL,0.01,Low Risk
8590-OHDIW,0.0,Low Risk
8015-IHCGW,0.04,Low Risk
2332-TODQS,0.0,Low Risk
9278-VZKCD,0.17,Low Risk
8008-OTEZX,0.02,Low Risk
2773-OVBPK,0.33,Medium Risk
5999-LCXAO,0.25,Low Risk
5206-XZZQI,0.04,Low Risk
4803-LBYPN,0.0,Low Risk
5759-RCVCB,0.33,Medium Risk
6372-RFVNS,1.0,High Risk
2139-FQHLM,0.25,Low Risk
8261-GWDBQ,0.06,Low Risk
1093-YSWCA,0.0,Low Risk
8938-UMKPI,0.27,Low Risk
0991-BRRFB,0.74,High Risk
3882-IYOIJ,0.03,Low Risk
8749-TZYEC,0.0,Low Risk
1755-FZQEC,0.0,Low Risk
3115-JPJDD,0.02,Low Risk
5600-KTXFM,0.6,Medium Risk
3871-IKPYH,0.95,High Risk
6319-IEJWJ,0.77,High Risk
9025-AOMKI,0.98,High Risk
6339-TBELP,0.01,Low Risk
7964-YESJC,0.04,Low Risk
6173-GOLSU,0.24,Low Risk
5275-SQEIZ,0.94,High Risk
7716-YTYHG,0.7,Medium Risk
9938-ZREHM,0.05,Low Risk
7950-XWOVN,0.09,Low Risk
4390-KYULV,0.62,Medium Risk
4647-MUZON,0.19,Low Risk
9702-AIUJO,0.13,Low Risk
8849-PRIQJ,0.04,Low Risk
8851-RAGOV,0.02,Low Risk
1304-NECVQ,0.91,High Risk
5396-IZEPB,0.04,Low Risk
1729-VLAZJ,0.03,Low Risk
8285-ABVLB,0.02,Low Risk
0701-TJSEF,0.12,Low Risk
5712-VBOXD,0.06,Low Risk
6629-LADHQ,0.19,Low Risk
8945-GRKHX,0.93,High Risk
1559-DTODC,0.03,Low Risk
4797-MIWUM,0.07,Low Risk
6959-UWKHF,0.72,High Risk
8720-RQSBJ,0.08,Low Risk
4537-CIBHB,0.04,Low Risk
3815-SLMEF,0.2,Low Risk
5154-VEKBL,0.71,High Risk
4324-AHJKS,0.13,Low Risk
4355-CVPVS,0.2,Low Risk
4495-LHSSK,0.05,Low Risk
5655-JSMZM,0.74,High Risk
5915-ANOEI,0.0,Low Risk
9861-PDSZP,0.03,Low Risk
4505-EXZHB,0.71,High Risk
7225-CBZPL,0.49,Medium Risk
6704-UTUKK,0.14,Low Risk
4587-VVTOX,0.91,High Risk
2019-HDCZY,0.04,Low Risk
4652-NNHNY,0.8,High Risk
8788-DOXSU,0.0,Low Risk
7404-JLKQG,0.41,Medium Risk
7421-ZLUPA,0.12,Low Risk
8972-HJWNV,0.92,High Risk
3274-NSDWE,0.0,Low Risk
2632-IVXVF,0.05,Low Risk
3692-JHONH,0.13,Low Risk
8915-NNTRC,0.0,Low Risk
5914-GXMDA,0.02,Low Risk
7463-IFMQU,0.0,Low Risk
2920-RNCEZ,0.295,Low Risk
2541-YGPKE,0.03,Low Risk
8515-OCTJS,0.66,Medium Risk
5382-TEMLV,0.05,Low Risk
3441-CGZJH,0.13,Low Risk
9592-ERDKV,0.04,Low Risk
2860-RANUS,0.86,High Risk
5261-QSHQM,0.89,High Risk
4778-IZARL,0.11,Low Risk
0432-CAJZV,0.13,Low Risk
7008-LZVOZ,0.01,Low Risk
8868-WOZGU,0.86,High Risk
1200-TUZHR,0.28,Low Risk
9365-CSLBQ,0.0,Low Risk
1334-FJSVR,0.76,High Risk
5884-FBCTL,0.0,Low Risk
7130-CTCUS,0.26,Low Risk
6242-FEGFD,0.02,Low Risk
7625-XCQRH,0.85,High Risk
6194-HBGQN,0.01,Low Risk
7634-WSWDB,0.16,Low Risk
6986-IXNDM,0.3,Low Risk
1731-TVIUK,0.92,High Risk
2987-BJXIK,0.01,Low Risk
9769-TSBZE,0.02,Low Risk
0406-BPDVR,0.68,Medium Risk
0618-XWMSS,0.7,Medium Risk
1395-WSWXR,0.0,Low Risk
6023-GSSXW,0.0,Low Risk
6752-APNJL,0.1,Low Risk
5276-KQWHG,0.83,High Risk
0420-HLGXF,0.27,Low Risk
7446-KQISO,0.42,Medium Risk
9823-EALYC,0.0,Low Risk
0582-AVCLN,0.0,Low Risk
5803-NQJZO,0.01,Low Risk
2565-JSLRY,0.61,Medium Risk
2607-DHDAK,0.0,Low Risk
1073-XXCZD,0.01,Low Risk
0743-HRVFF,0.05,Low Risk
4006-HKYHO,0.01,Low Risk
3727-JEZTU,0.12583333333333332,Low Risk
8143-ETQTI,0.0,Low Risk
6689-KXGBO,0.83,High Risk
9667-TKTVZ,0.58,Medium Risk
3657-COGMW,0.15,Low Risk
8570-KLJYJ,0.04,Low Risk
7754-IXRMC,0.32,Medium Risk
9473-CBZOP,0.01,Low Risk
2969-WGHQO,0.02,Low Risk
6615-NGGZJ,0.72,High Risk
4334-HOWRP,0.01,Low Risk
4255-DDUOU,0.7506666666666666,High Risk
5863-OOKCL,0.07,Low Risk
1686-STUHN,0.0,Low Risk
1329-VHWNP,0.19,Low Risk
2984-MIIZL,0.86,High Risk
0266-GMEAO,0.0,Low Risk
5590-YRFJT,0.78,High Risk
5574-NXZIU,0.28,Low Risk
0019-GFNTW,0.01,Low Risk
4256-ZWTZI,0.09,Low Risk
8309-PPCED,0.01,Low Risk
4098-NAUKP,0.36,Medium Risk
5196-WPYOW,0.02,Low Risk
4608-LCIMN,0.07,Low Risk
1485-YDHMM,0.02,Low Risk
4054-CUMIA,0.02,Low Risk
0603-TPMIB,0.0,Low Risk
2525-GVKQU,0.05,Low Risk
8161-QYMTT,0.97,High Risk
9581-GVBXT,0.01,Low Risk
5862-BRIXZ,0.03,Low Risk
5404-GGUKR,0.13,Low Risk
3308-JSGML,0.0,Low Risk
2126-GSEGL,0.0,Low Risk
3677-TNKIO,0.73,High Risk
0440-QEXBZ,0.1,Low Risk
2434-EEVDB,0.06,Low Risk
6762-QVYJO,0.0,Low Risk
6199-IWKGC,0.08,Low Risk
2675-DHUTR,0.16,Low Risk
8152-VETUR,0.08,Low Risk
9667-EQRXU,0.79,High Risk
7446-YPODE,0.06,Low Risk
9522-BNTHX,0.28,Low Risk
4676-WLUHT,0.05,Low Risk
3329-WDIOK,0.84,High Risk
7980-MHFLQ,0.0,Low Risk
2873-ZLIWT,0.87,High Risk
3415-TAILE,0.5,Medium Risk
0757-WCUUZ,0.01,Low Risk
1629-DQQVB,0.05,Low Risk
1915-IOFGU,0.83,High Risk
3045-XETSH,0.84,High Risk
0374-AACSZ,0.05,Low Risk
7239-HZZCX,0.5133333333333334,Medium Risk
4872-VXRIL,0.02,Low Risk
9140-CZQZZ,0.03,Low Risk
3423-HHXAO,0.02,Low Risk
9938-TKDGL,0.02,Low Risk
0531-ZZJWQ,0.14,Low Risk
6537-QLGEX,0.17,Low Risk
2688-BHGOG,0.3,Low Risk
7683-CBDKJ,0.75,High Risk
0946-CLJTI,0.43,Medium Risk
3160-TYXLT,0.05,Low Risk
1325-USMEC,0.01,Low Risk
0916-QOFDP,0.24,Low Risk
0628-CNQRM,0.7,Medium Risk
5606-AMZBO,0.19,Low Risk
6199-IPCAO,0.02,Low Risk
7665-TOALD,1.0,High Risk
0112-QWPNC,0.6,Medium Risk
0324-BRPCJ,0.63,Medium Risk
2777-PHDEI,1.0,High Risk
5640-CAXOA,0.08,Low Risk
2235-EZAIK,0.0,Low Risk
3847-BAERP,0.013333333333333332,Low Risk
1196-AMORA,0.77,High Risk
4282-YMKNA,0.84,High Risk
1453-RZFON,0.14,Low Risk
8263-OKETD,0.07,Low Risk
0670-KDOMA,0.5326666666666666,Medium Risk
2476-YGEFM,0.18,Low Risk
8687-BAFGU,0.21,Low Risk
0641-EVBOJ,0.15,Low Risk
0829-XXPLX,0.2,Low Risk
9974-JFBHQ,0.04,Low Risk
5356-RHIPP,0.8780952380952379,High Risk
6624-JDRDS,0.07,Low Risk
0608-JDVEC,0.0,Low Risk
9780-FKVVF,0.1,Low Risk
1919-RTPQD,0.14,Low Risk
5214-NLTIT,0.01,Low Risk
3345-PBBFH,0.05,Low Risk
5055-BRMNE,0.08,Low Risk
9189-JWSHV,0.78,High Risk
2190-PHBHR,0.03,Low Risk
2650-GYRYL,0.02,Low Risk
0746-JTRFU,0.93,High Risk
5208-FVQKB,0.0,Low Risk
7184-LRUUR,0.02,Low Risk
6627-CFOSN,0.07,Low Risk
3982-JGSFD,0.0,Low Risk
1574-DYCWE,0.0,Low Risk
7247-XOZPB,0.03,Low Risk
2466-FCCPT,0.0,Low Risk
6211-WWLTF,0.05,Low Risk
4826-TZEVA,0.17,Low Risk
6016-NXBNJ,0.02,Low Risk
9138-EFSMO,0.09,Low Risk
0576-WNXXC,0.88,High Risk
4632-XJMEX,0.04,Low Risk
8910-LEDAG,0.11,Low Risk
3452-GWUIN,0.22,Low Risk
2716-GFZOR,0.06,Low Risk
3724-UCSHY,0.07,Low Risk
8626-XHBIE,0.03,Low Risk
4628-CTTLA,0.79,High Risk
3192-LNKRK,0.3,Low Risk
4439-YRNVD,0.06,Low Risk
2876-VBBBL,0.5326666666666666,Medium Risk
6834-NXDCA,0.83,High Risk
2208-UGTGR,0.12,Low Risk
3005-TYFRD,0.26,Low Risk
8670-MEFCP,0.03,Low Risk
3079-BCHLN,0.01,Low Risk
7777-UNYHB,0.02,Low Risk
5597-GLBUC,0.94,High Risk
7278-CKDNC,0.4,Medium Risk
2748-MYRVK,0.19,Low Risk
8450-UYIBU,0.52,Medium Risk
2969-VAPYH,0.01,Low Risk
4822-YCXMX,0.81,High Risk
7181-OQCUT,0.56,Medium Risk
8474-UMLNT,0.08,Low Risk
9821-POOTN,0.74,High Risk
3836-FZSDJ,0.0,Low Risk
9142-XMYJH,0.0,Low Risk
6559-ILWKJ,0.14,Low Risk
0187-QSXOE,0.25,Low Risk
7733-UDMTP,0.13,Low Risk
2649-HWLYB,0.03,Low Risk
5214-CHIWJ,0.0,Low Risk
4229-CZMLL,0.9,High Risk
6904-JLBGY,0.0,Low Risk
2465-BLLEU,0.14166666666666666,Low Risk
1685-VAYJF,0.41,Medium Risk
8874-EJNSR,0.0,Low Risk
6917-YACBP,0.08,Low Risk
5049-MUBWG,0.03,Low Risk
4223-WOZCM,0.23,Low Risk
0769-MURVM,0.0,Low Risk
9253-VIFJQ,0.06,Low Risk
7030-FZTFM,0.02,Low Risk
9741-YLNTD,0.29,Low Risk
5917-RYRMG,0.0,Low Risk
5120-ZBLAI,0.05,Low Risk
1194-BHJYC,0.0,Low Risk
3663-MITLP,0.87,High Risk
0906-QVPMS,0.0,Low Risk
9025-ZRPVR,0.69,Medium Risk
1905-OEILC,0.7,Medium Risk
7858-GTZSP,0.61,Medium Risk
3285-UCQVC,0.74,High Risk
6248-BSHKG,0.0,Low Risk
4685-TFLLS,0.0,Low Risk
3470-BTGQO,0.04,Low Risk
1209-VFFOC,0.0,Low Risk
8224-DWCKX,0.19,Low Risk
5482-PLVPE,0.81,High Risk
4553-DVPZG,0.15,Low Risk
4902-OHLSK,0.75,High Risk
6917-IAYHD,0.21,Low Risk
0495-ZBNGW,0.97,High Risk
8620-RJPZN,0.136,Low Risk
7572-KPVKK,0.12,Low Risk
2642-MAWLJ,0.0,Low Risk
2357-COQEK,0.84,High Risk
7103-ZGVNT,0.06,Low Risk
3737-GCSPV,0.74,High Risk
2027-WKXMW,0.09,Low Risk
7137-NAXML,0.03,Low Risk
2428-ZMCTB,0.0,Low Risk
2961-VNFKL,0.0,Low Risk
1768-HNVGJ,0.06,Low Risk
6963-KQYQB,0.03,Low Risk
5934-RMPOV,0.16,Low Risk
1207-BLKSA,0.02,Low Risk
4088-YLDSU,0.79,High Risk
8316-BBQAY,0.0,Low Risk
1166-PQLGG,0.0,Low Risk
3146-JTQHR,0.02,Low Risk
4291-YZODP,0.02,Low Risk
4395-PZMSN,0.19,Low Risk
6427-FEFIG,0.02,Low Risk
0017-IUDMW,0.0,Low Risk
8706-HRADD,0.07,Low Risk
9955-QOPOY,0.03,Low Risk
4385-ZKVNW,0.02,Low Risk
5446-DKWYW,0.06,Low Risk
2034-CGRHZ,0.86,High Risk
5797-APWZC,0.96,High Risk
3683-QKIUE,0.8,High Risk
4228-ZGYUW,0.96,High Risk
9031-ZVQPT,0.0,Low Risk
2990-IAJSV,0.0,Low Risk
8107-KNCIM,0.2,Low Risk
9027-YFHQJ,0.03,Low Risk
5176-LDKUH,0.07,Low Risk
4644-OBGFZ,0.01,Low Risk
7926-IJOOU,0.06,Low Risk
6480-YAGIY,0.25,Low Risk
4029-HPFVY,0.09,Low Risk
7602-DBTOU,0.0,Low Risk
5345-BMKWB,0.14,Low Risk
3519-ZKXGG,0.92,High Risk
5457-COLHT,0.0,Low Risk
6416-TVAIH,0.96,High Risk
5451-YHYPW,0.0,Low Risk
5108-ADXWO,0.7,Medium Risk
7998-WNZEM,0.0,Low Risk
3066-RRJIO,0.978,High Risk
4664-NJCMS,0.03,Low Risk
0307-BCOPK,0.01,Low Risk
7629-WFGLW,0.13,Low Risk
2542-HYGIQ,0.11333333333333333,Low Risk
6715-OFDBP,0.73,High Risk
5016-LIPDW,0.0,Low Risk
6481-LXPWL,0.07,Low Risk
1567-DSCIC,0.89,High Risk
2150-UWTFY,0.64,Medium Risk
6124-ACRHJ,0.035,Low Risk
9362-MWODR,0.02,Low Risk
9975-GPKZU,0.01,Low Risk
9625-RZFUK,0.0,Low Risk
5153-LXKDT,0.1,Low Risk
5161-UBZXI,0.09,Low Risk
1020-JPQOW,0.03,Low Risk
7919-ZODZZ,0.09,Low Risk
0565-JUPYD,0.05,Low Risk
6867-ACCZI,0.09,Low Risk
5939-XAIXZ,0.04,Low Risk
9054-FOWNV,0.19,Low Risk
2683-BPJSO,0.71,High Risk
2157-MXBJS,0.66,Medium Risk
8207-VVMYB,0.0,Low Risk
9732-EQMWY,0.21,Low Risk
9360-AHGNL,0.75,High Risk
1087-UDSIH,0.74,High Risk
5269-NRGDP,0.08,Low Risk
6195-MELTI,0.07,Low Risk
5485-WUYWF,0.7,Medium Risk
2121-JAFOM,0.0,Low Risk
8818-DOPVL,0.36,Medium Risk
2632-UCGVD,0.76,High Risk
5445-PZWGX,0.69,Medium Risk
1227-UDMZR,0.0,Low Risk
5198-HQAEN,0.07,Low Risk
9170-CCKOU,0.75,High Risk
2167-FQSTQ,0.01,Low Risk
2819-GWENI,0.0,Low Risk
1043-YCUTE,0.59,Medium Risk
3814-MLAXC,0.67,Medium Risk
3572-UUHRS,0.04,Low Risk
2692-PFYTJ,0.115,Low Risk
1226-UDFZR,0.67,Medium Risk
5955-EPOAZ,0.05,Low Risk
6821-JPCDC,0.08,Low Risk
8815-LMFLX,0.05,Low Risk
9135-HSWOC,0.0,Low Risk
8582-KRHPJ,0.03,Low Risk
5811-IWXYM,0.09,Low Risk
7044-YAACC,0.27,Low Risk
8189-XRIKE,0.11,Low Risk
1506-YJTYT,0.0,Low Risk
4123-DVHPH,0.26,Low Risk
6425-YQLLO,0.64,Medium Risk
5442-UTCVD,0.61,Medium Risk
2228-BZDEE,0.02,Low Risk
7734-DBOAI,0.62,Medium Risk
2789-CZANW,0.04,Low Risk
2091-RFFBA,0.81,High Risk
2114-MGINA,0.75,High Risk
7596-LDUXP,0.16,Low Risk
3740-RLMVT,0.02,Low Risk
4489-SNOJF,0.21,Low Risk
2192-OZITF,0.02,Low Risk
5651-CPDND,0.11,Low Risk
2186-QZEYA,0.13,Low Risk
1131-ALZWV,0.02,Low Risk
7729-XBTWX,0.0,Low Risk
9134-WYRVP,0.05,Low Risk
3284-SVCRO,0.01,Low Risk
9732-OUYRN,0.0,Low Risk
0559-CKHUS,0.0,Low Risk
2931-SVLTV,0.2,Low Risk
6899-PPEEA,0.75,High Risk
7504-UWHNB,0.14,Low Risk
2582-FFFZR,0.15,Low Risk
8908-NMQTX,0.0,Low Risk
2187-LZGPL,0.71,High Risk
1431-AIDJQ,0.02,Low Risk
6288-LBEAR,0.05,Low Risk
4597-NUCQV,0.61,Medium Risk
9019-QVLZD,1.0,High Risk
8413-YNHNV,0.0,Low Risk
5808-TOTXO,0.07,Low Risk
4369-NYSCF,0.03,Low Risk
6333-YDVLT,0.03,Low Risk
5324-KTGCG,0.02,Low Risk
5599-HVLTW,0.27,Low Risk
7394-LWLYN,0.17,Low Risk
3707-LRWZD,0.77,High Risk
6873-UDNLD,0.05,Low Risk
2700-LUEVA,0.0365,Low Risk
1455-ESIQH,0.83,High Risk
0958-YHXGP,0.2,Low Risk
1101-SSWAG,0.18,Low Risk
2979-SXESE,0.8,High Risk
4013-TLDHQ,0.81,High Risk
5743-KHMNA,0.0,Low Risk
4194-FJARJ,0.04,Low Risk
5325-UWTWJ,0.19,Low Risk
3969-GYXEL,0.37,Medium Risk
9208-OLGAQ,0.49,Medium Risk
3244-CQPHU,0.02,Low Risk
2674-MLXMN,0.12,Low Risk
9708-HPXWZ,0.23,Low Risk
6992-TKNYO,0.03,Low Risk
4468-YDOVK,0.23,Low Risk
3754-DXMRT,0.78,High Risk
5792-JALQC,0.08,Low Risk
7130-VTEWQ,0.57,Medium Risk
2200-DSAAL,0.09,Low Risk
4302-ZYFEL,0.01,Low Risk
9351-LZYGF,0.03,Low Risk
4366-CTOUZ,0.03,Low Risk
6121-VZNQB,0.67,Medium Risk
7903-CMPEY,0.92,High Risk
1518-OMDIK,0.06,Low Risk
6671-NGWON,0.04,Low Risk
0595-ITUDF,0.07,Low Risk
6996-KNSML,0.97,High Risk
1955-IBMMB,0.03,Low Risk
0096-BXERS,0.38,Medium Risk
3806-YAZOV,0.01,Low Risk
7998-ZLXWN,0.1,Low Risk
6253-WRFHY,0.06,Low Risk
9133-AYJZG,0.55,Medium Risk
2675-OTVVJ,0.2,Low Risk
8680-CGLTP,0.03,Low Risk
8430-TWCBX,0.07,Low Risk
5018-GWURO,0.06,Low Risk
6741-QRLUP,0.0,Low Risk
4737-HOBAX,0.0,Low Risk
0537-QYZZN,0.25,Low Risk
3340-QBBFM,0.02,Low Risk
1704-NRWYE,0.78,High Risk
2592-SEIFQ,0.84,High Risk
8200-KLNYW,0.04,Low Risk
3372-CDXFJ,0.04,Low Risk
4781-ZXYGU,0.18,Low Risk
7632-YUTXB,0.0,Low Risk
2718-YSKCS,0.01,Low Risk
9896-UYMIE,0.12,Low Risk
0853-NWIFK,0.24,Low Risk
8212-CRQXP,0.11,Low Risk
6980-CDGFC,0.08,Low Risk
7691-XVTZH,0.02,Low Risk
2520-SGTTA,0.04,Low Risk
7481-ATQQS,0.74,High Risk
2277-VWCNI,0.67,Medium Risk
1088-CNNKB,0.04,Low Risk
8642-GVWRF,0.89,High Risk
1930-BZLHI,0.0,Low Risk
3400-ESFUW,0.7,Medium Risk
5868-YTYKS,0.287,Low Risk
3525-DVKFN,0.0,Low Risk
1482-OXZSY,0.19,Low Risk
0377-JBKKT,0.06,Low Risk
5778-BVOFB,0.09,Low Risk
3373-YZZYM,0.07,Low Risk
2057-ZBLPD,0.76,High Risk
0228-MAUWC,0.06,Low Risk
5502-RLUYV,0.38,Medium Risk
0023-HGHWL,0.97,High Risk
7663-YJHSN,0.0,Low Risk
4915-BFSXL,0.07,Low Risk
3086-RUCRN,0.08,Low Risk
5215-LNLDJ,0.16,Low Risk
7576-JMYWV,0.36,Medium Risk
9039-RBEEE,0.64,Medium Risk
0257-KXZGU,0.03,Low Risk
1307-ATKGB,0.15,Low Risk
8417-FMLZI,0.83,High Risk
3714-XPXBW,0.03,Low Risk
1850-AKQEP,0.1,Low Risk
